Start 1h:14m:37s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
1.165,          ,   8.94,  -2.06,   2.03,    -4.56,   -20.19,   -10.50, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.170,          ,   8.94,  -2.06,   2.03,    -4.75,   -22.62,    -7.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.175,          ,   8.74,  -1.75,   2.06,    -4.75,   -22.62,    -7.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.180,          ,   8.74,  -1.75,   2.06,    -5.06,   -25.00,    -5.62, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.190,          ,   8.80,  -1.46,   2.03,    -5.06,   -25.00,    -5.62, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.195,          ,   9.50,  -1.34,   1.89,    -5.19,   -25.12,    -5.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.215,          ,   9.50,  -1.34,   1.89,    -5.19,   -25.12,    -5.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.220,          ,   9.51,  -1.58,   1.45,    -5.19,   -11.06,    -6.50, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.225,          ,   9.28,  -1.75,   1.48,    -5.94,   -12.69,    -6.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.230,          ,   9.28,  -1.75,   1.48,    -5.94,   -12.69,    -6.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.235,          ,   9.76,  -1.73,   1.79,    -4.44,   -12.44,    -6.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.240,          ,   9.76,  -1.73,   1.79,    -4.44,   -12.44,    -6.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.245,          ,   9.57,  -1.65,   1.77,    -2.38,    -7.56,    -5.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.250,          ,   9.57,  -1.65,   1.77,    -1.12,    -9.56,    -5.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.255,          ,   9.49,  -1.57,   1.85,    -1.12,    -9.56,    -5.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.265,          ,   9.79,  -1.44,   1.92,    -0.06,    -8.75,    -4.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.270,          ,   9.79,  -1.44,   1.92,    -0.06,    -8.75,    -4.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.275,          ,  10.10,  -1.15,   1.60,     0.62,    -6.12,    -3.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.280,          ,  10.10,  -1.15,   1.60,     0.62,    -6.12,    -3.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.285,          ,  10.56,  -0.94,   1.87,     0.31,    -7.44,    -3.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.290,          ,  10.56,  -0.94,   1.87,     0.31,    -7.44,    -3.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.295,          ,  10.85,  -0.68,   2.04,    -1.31,    -3.25,    -2.69, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.315,          ,  10.84,  -0.42,   2.16,    -4.25,     1.75,    -2.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.320,          ,  11.12,  -0.26,   2.48,    -8.19,    14.19,    -3.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.325,          ,  11.17,  -0.22,   2.36,    -8.19,    14.19,    -3.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.330,          ,  11.04,  -0.22,   2.08,    -8.94,    19.69,    -5.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.340,          ,  11.04,  -0.22,   2.08,    -8.94,    19.69,    -5.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.345,          ,  10.39,  -0.07,   1.51,    -8.75,    18.56,    -6.62, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.350,          ,  10.39,  -0.07,   1.51,    -7.31,    11.56,    -9.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.355,          ,  10.23,  -0.04,   1.52,    -7.31,    11.56,    -9.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.360,          ,  10.17,  -0.01,   1.61,    -5.31,     4.00,   -12.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.365,          ,  10.17,  -0.01,   1.61,    -5.31,     4.00,   -12.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.375,          ,  10.03,   0.01,   1.61,    -4.44,    -1.69,   -14.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.380,          ,  10.03,   0.01,   1.61,    -4.44,    -1.69,   -14.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.385,          ,   9.57,   0.04,   1.53,    -4.06,    -7.38,   -15.38, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.390,          ,   9.57,   0.04,   1.53,    -4.06,    -7.38,   -15.38, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.395,          ,   9.43,   0.08,   1.52,    -5.19,   -12.56,   -15.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.400,          ,   9.35,   0.09,   1.50,    -7.12,   -15.12,   -14.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.425,          ,   9.35,   0.09,   1.50,    -7.12,   -15.12,   -14.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.430,          ,   8.96,   0.04,   1.54,   -10.19,   -11.31,   -10.69, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.435,          ,   8.92,  -0.14,   1.47,   -11.44,    -6.00,    -9.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.440,          ,   8.92,  -0.14,   1.47,   -12.44,     1.12,    -7.50, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.445,          ,   8.91,  -0.31,   1.36,   -12.44,     1.12,    -7.50, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.455,          ,   8.63,  -0.39,   1.33,   -11.62,     2.44,    -5.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.460,          ,   8.63,  -0.39,   1.33,   -11.62,     2.44,    -5.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.465,          ,   8.87,  -0.37,   1.38,   -10.31,     1.94,    -4.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.470,          ,   8.87,  -0.37,   1.38,    -8.81,     7.31,    -4.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.475,          ,   8.91,  -0.34,   1.05,    -8.81,     7.31,    -4.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.480,          ,   8.91,  -0.34,   1.05,    -6.50,     8.94,    -3.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.485,          ,   8.87,  -0.29,   0.94,    -6.50,     8.94,    -3.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.490,          ,   8.92,  -0.20,   1.00,    -3.81,     7.69,    -4.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.495,          ,   8.92,  -0.20,   1.00,    -3.81,     7.69,    -4.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.505,          ,   8.99,   0.06,   1.15,    -1.19,     7.81,    -4.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.510,          ,   8.99,   0.06,   1.15,    -1.19,     7.81,    -4.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.530,          ,   8.99,   0.28,   1.24,     1.25,     8.19,    -5.62, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.535,          ,   8.99,   0.55,   1.27,     3.81,     4.94,    -6.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.540,          ,   8.99,   0.55,   1.27,     3.81,     4.94,    -6.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.545,          ,   9.32,   0.77,   1.37,     4.88,     1.06,    -7.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.550,          ,   9.32,   0.77,   1.37,     5.12,    -1.25,    -8.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.555,          ,   9.58,   0.89,   1.42,     5.12,    -1.25,    -8.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.560,          ,   9.74,   0.96,   1.45,     5.00,    -1.56,    -9.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.570,          ,   9.74,   0.96,   1.45,     5.00,    -1.56,    -9.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.575,          ,   9.81,   1.03,   1.52,     5.00,    -1.31,   -11.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.580,          ,   9.81,   1.03,   1.52,     5.00,    -1.31,   -11.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.585,          ,  10.04,   1.05,   1.50,     4.12,    -1.69,   -13.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.590,          ,  10.04,   1.05,   1.50,     4.12,    -1.69,   -13.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.595,          ,  10.25,   1.03,   1.51,     3.31,    -1.44,   -15.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.600,          ,  10.25,   1.03,   1.51,     2.94,    -1.50,   -17.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.605,          ,  10.33,   1.05,   1.58,     2.94,    -1.50,   -17.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.615,          ,  10.37,   1.02,   1.66,     2.25,    -2.06,   -19.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.635,          ,  10.37,   1.02,   1.66,     2.25,    -2.06,   -19.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.640,          ,  10.20,   0.95,   1.61,    -0.44,    -4.56,   -20.62, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.645,          ,  10.09,   1.03,   1.51,    -1.50,    -7.25,   -21.19, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.650,          ,  10.09,   1.03,   1.51,    -1.88,   -12.62,   -21.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.655,          ,   9.97,   1.04,   1.40,    -1.88,   -12.62,   -21.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.665,          ,   9.92,   1.18,   1.23,    -2.31,   -18.38,   -21.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.670,          ,   9.92,   1.18,   1.23,    -2.31,   -18.38,   -21.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.675,          ,   9.96,   1.33,   1.12,    -2.50,   -23.06,   -21.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.680,          ,   9.96,   1.33,   1.12,    -2.50,   -23.06,   -21.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.685,          ,  10.00,   1.51,   1.08,    -2.81,   -25.88,   -22.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.690,          ,  10.00,   1.51,   1.08,    -3.69,   -28.25,   -22.69, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.695,          ,   9.99,   1.68,   1.12,    -3.69,   -28.25,   -22.69, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.700,          ,   9.99,   1.68,   1.12,    -4.56,   -29.88,   -23.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.705,          ,   9.94,   1.68,   1.15,    -4.56,   -29.88,   -23.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.715,          ,   9.88,   1.73,   1.15,    -4.62,   -29.75,   -23.56, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.720,          ,   9.88,   1.73,   1.15,    -4.62,   -29.75,   -23.56, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.735,          ,   9.80,   1.81,   1.23,    -4.31,   -28.88,   -24.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.745,          ,   9.46,   1.90,   1.13,    -4.62,   -27.56,   -25.38, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.750,          ,   9.46,   1.90,   1.13,    -4.62,   -27.56,   -25.38, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.755,          ,   9.47,   1.86,   1.14,    -4.88,   -28.19,   -25.69, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.760,          ,   9.47,   1.86,   1.14,    -4.88,   -28.19,   -25.69, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.765,          ,   9.51,   1.87,   1.20,    -5.31,   -28.00,   -25.56, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.770,          ,   9.51,   1.87,   1.20,    -6.00,   -28.62,   -25.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.775,          ,   9.69,   1.80,   1.39,    -6.00,   -28.62,   -25.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.780,          ,   9.69,   1.80,   1.39,    -6.56,   -27.75,   -24.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.785,          ,  10.05,   1.71,   1.39,    -6.56,   -27.75,   -24.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.790,          ,  10.40,   1.82,   1.30,    -5.81,   -18.81,   -24.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.795,          ,  10.40,   1.82,   1.30,    -5.81,   -18.81,   -24.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.800,          ,  10.05,   1.99,   1.03,    -5.19,    -9.19,   -24.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.805,          ,  10.05,   1.99,   1.03,    -5.19,    -9.19,   -24.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.815,          ,   9.55,   1.97,   1.10,    -7.06,    -9.12,   -23.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.820,          ,   9.55,   1.97,   1.10,    -7.06,    -9.12,   -23.06, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.835,          ,   9.69,   1.95,   1.06,   -10.00,    -8.25,   -21.44, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.845,          ,   9.62,   2.02,   1.07,   -11.88,    -3.88,   -17.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.850,          ,   9.62,   2.02,   1.07,   -10.56,    -3.44,   -15.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.855,          ,   9.84,   1.91,   0.69,   -10.56,    -3.44,   -15.88, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.860,          ,   9.84,   1.91,   0.69,    -6.69,    -1.38,   -14.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.865,          ,   9.70,   1.83,   0.41,    -6.69,    -1.38,   -14.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.870,          ,   9.60,   1.71,   0.46,    -1.81,    -4.25,   -14.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.880,          ,   9.60,   1.71,   0.46,    -1.81,    -4.25,   -14.31, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.885,          ,   9.69,   1.62,   0.70,     2.50,    -8.38,   -14.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.890,          ,   9.69,   1.62,   0.70,     2.50,    -8.38,   -14.00, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.895,          ,   9.93,   1.50,   1.03,     6.56,    -8.88,   -13.62, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.900,          ,   9.97,   1.50,   1.16,     9.62,    -6.62,   -12.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.905,          ,   9.97,   1.50,   1.16,     9.62,    -6.62,   -12.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.910,          ,  10.03,   1.46,   1.21,    10.75,    -3.81,   -11.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.915,          ,  10.03,   1.46,   1.21,    10.75,    -3.81,   -11.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.935,          ,  10.02,   1.37,   1.11,    10.25,    -0.62,   -10.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.940,          ,   9.76,   1.36,   0.83,     8.69,     1.00,    -5.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.945,          ,   9.76,   1.36,   0.83,     8.69,     1.00,    -5.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.955,          ,   9.72,   1.40,   0.79,     8.38,     0.81,    -2.56, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.960,          ,   9.72,   1.40,   0.79,     8.81,     0.62,    -0.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.965,          ,   9.74,   1.47,   0.80,     8.81,     0.62,    -0.12, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.970,          ,   9.74,   1.47,   0.80,     9.19,     0.00,     1.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.975,          ,   9.70,   1.49,   0.95,     9.19,     0.00,     1.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.980,          ,   9.70,   1.49,   0.95,     9.56,     0.19,     3.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.985,          ,   9.70,   1.48,   0.96,     9.56,     0.19,     3.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.990,          ,   9.57,   1.46,   0.95,    10.06,     1.81,     4.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
1.995,          ,   9.57,   1.46,   0.95,    10.06,     1.81,     4.75, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
2.005,          ,   9.46,   1.42,   0.94,    10.19,     2.69,     5.94, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
2.010,          ,   9.46,   1.42,   0.94,    10.19,     2.50,     6.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
2.015,          ,   9.45,   1.33,   0.94,    10.19,     2.50,     6.81, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
2.020,          ,   9.45,   1.33,   0.94,    10.81,     3.19,     7.25, -0.50,  0.50,  0.35,  0.61,  102.06,   75.44,   14.75
2.040,          ,   9.49,   1.30,   0.92,    10.81,     3.19,     7.25, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.045,          ,   9.52,   1.44,   1.04,    12.00,     5.44,     7.69, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.050,          ,  10.00,   1.72,   1.05,    10.50,     1.38,     8.06, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.055,          ,  10.00,   1.72,   1.05,    10.50,     1.38,     8.06, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.060,          ,   9.91,   1.63,   0.68,     9.56,     6.00,     8.62, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.065,          ,   9.91,   1.63,   0.68,     9.56,     6.00,     8.62, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.075,          ,   9.45,   1.66,   0.47,    10.88,     6.69,     8.62, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.080,          ,   9.45,   1.66,   0.47,    10.88,     6.69,     8.62, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.085,          ,   8.98,   1.67,   0.65,    12.12,     1.56,     8.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.090,          ,   8.98,   1.67,   0.65,    12.12,     1.56,     8.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.095,          ,   9.06,   1.63,   0.71,    13.19,    -2.25,     7.94, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.100,          ,   9.06,   1.63,   0.71,    13.19,    -3.94,     8.94, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.105,          ,   9.32,   1.62,   0.81,    13.19,    -3.94,     8.94, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.110,          ,   9.53,   1.62,   0.87,    12.38,    -1.62,     9.81, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.115,          ,   9.53,   1.62,   0.87,    12.38,    -1.62,     9.81, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.120,          ,   9.69,   1.38,   1.08,    10.94,     1.12,    10.50, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.140,          ,   9.69,   1.38,   1.08,    10.94,     1.12,    10.50, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.145,          ,   9.60,   1.20,   1.15,     8.12,     5.88,    11.31, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.150,          ,   9.62,   1.24,   1.17,     8.12,     6.44,    11.12, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.155,          ,   9.62,   1.24,   1.17,     8.12,     6.44,    11.12, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.165,          ,   9.73,   1.52,   1.27,     9.56,     6.44,    10.75, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.170,          ,   9.73,   1.52,   1.27,    11.62,     5.81,     9.75, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.175,          ,   9.76,   1.68,   1.33,    11.62,     5.81,     9.75, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.180,          ,   9.76,   1.68,   1.33,    13.69,     5.69,     8.56, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.185,          ,   9.68,   1.79,   1.39,    13.69,     5.69,     8.56, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.190,          ,   9.68,   1.79,   1.39,    15.56,     5.31,     7.38, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.195,          ,   9.49,   1.88,   1.47,    15.56,     5.31,     7.38, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.200,          ,   9.27,   1.96,   1.42,    16.94,     3.44,     6.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.205,          ,   9.27,   1.96,   1.42,    16.94,     3.44,     6.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.210,          ,   9.28,   1.97,   1.44,    17.56,     1.12,     4.81, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.215,          ,   9.28,   1.97,   1.44,    17.56,     1.12,     4.81, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.225,          ,   9.29,   1.95,   1.39,    17.50,    -0.88,     4.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.240,          ,   9.29,   1.95,   1.39,    17.50,    -0.88,     4.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.245,          ,   9.16,   1.98,   1.14,    14.75,    -3.25,     3.56, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.255,          ,   9.06,   2.04,   0.99,    13.19,    -4.25,     3.50, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.260,          ,   9.06,   2.04,   0.99,    12.00,    -6.06,     3.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.265,          ,   8.99,   2.09,   0.91,    12.00,    -6.06,     3.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.270,          ,   8.98,   2.22,   0.88,    10.44,    -8.38,     3.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.275,          ,   8.98,   2.22,   0.88,    10.44,    -8.38,     3.00, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
2.280,          ,   9.19,   2.15,   0.92,     8.19,    -9.25,     3.44, -0.40,  0.52,  0.42,  0.63,  115.62,   81.19,  -46.00
